act,song,speaker,line
The Circe Saga,Wouldn't You Like,Hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Ensemble,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Odysseus,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Odysseus,"Hermes, thank you"
The Circe Saga,Wouldn't You Like,Hermes,"Don't thank me, friend, you very well may die"
The Circe Saga,Wouldn't You Like,Hermes,"Mh-hm-hm, good luck"
The Circe Saga,Done For,Odysseus,"Lady of the palace, sorry that I ask this"
The Circe Saga,Done For,Odysseus,But I hope that I've been misinformed
The Circe Saga,Done For,Odysseus,I sent out some scouts to take a look around through
The Circe Saga,Done For,Odysseus,Here and they wound up at your door
The Circe Saga,Done For,Odysseus,Through the years we seldom
The Circe Saga,Done For,Odysseus,"Get a warm welcome, so"
The Circe Saga,Done For,Odysseus,I must ask just to be sure
The Circe Saga,Done For,Odysseus,Did you do something to them?
The Circe Saga,Done For,Circe,"Who, me?"
The Circe Saga,Done For,Circe,All I did was reveal their true forms
The Circe Saga,Done For,Odysseus,You turned them into pigs
The Circe Saga,Done For,Circe,Huh
The Circe Saga,Done For,Circe,I don't know who you are nor why you're here
The Circe Saga,Done For,Circe,But let me make this one thing clear
The Circe Saga,Done For,Circe,I've got people to protect
The Circe Saga,Done For,Circe,Nymphs I can't n?glect
The Circe Saga,Done For,Circe,"So I'm not taking chances, dear"
The Circe Saga,Done For,Circe,"If you mak? one wrong move, then you're done for"
The Circe Saga,Done For,Circe,"Anything I don't approve, then you're done for"
The Circe Saga,Done For,Circe,I could put a spell on you and you're done for
The Circe Saga,Done For,Circe,"Boy, you better run or soon you will done for"
The Circe Saga,Done For,Odysseus,I don't mean to tip your scale but
The Circe Saga,Done For,Odysseus,You will fail at
The Circe Saga,Done For,Odysseus,Placing any spells on me
The Circe Saga,Done For,Odysseus,I just ate a flower
The Circe Saga,Done For,Odysseus,One that claims your power
The Circe Saga,Done For,Odysseus,So you better cower now and flee
The Circe Saga,Done For,Circe,You must be a liar
The Circe Saga,Done For,Circe,Mortals can't acquire
The Circe Saga,Done For,Circe,Moly without dire consequence
The Circe Saga,Done For,Odysseus,Then I must be a god like you
The Circe Saga,Done For,Odysseus,Cause I got this root from the ground with my bare hands
The Circe Saga,Done For,Circe,"Hermes gave it to you, didn't he?"
The Circe Saga,Done For,Odysseus,"Okay, fine, yes, but regardless"
The Circe Saga,Done For,Odysseus,You and I are now evenly matched
The Circe Saga,Done For,Odysseus,"Our fates are intertwined, they're attached"
The Circe Saga,Done For,Odysseus,"I've got people to protect, friends I can't neglect"
The Circe Saga,Done For,Circe,"I've got people to protect, friends I can't neglect"
The Circe Saga,Done For,Odysseus,So now there is no turning back
The Circe Saga,Done For,Circe,So now there is no turning back
The Circe Saga,Done For,Odysseus,"You've made your one wrong move, now you're done for"
The Circe Saga,Done For,Circe,"You've made your one wrong move, now you're done for"
The Circe Saga,Done For,Odysseus,I will be the one to prove that you're done for
The Circe Saga,Done For,Circe,I will be the one to prove that you're done for
The Circe Saga,Done For,Odysseus,"Not even a spell saves you, cause you're done for"
The Circe Saga,Done For,Circe,"Not even a spell saves you, cause you're done for"
The Circe Saga,Done For,Odysseus,"Oh, you better run or soon you will be done for"
The Circe Saga,Done For,Circe,"Oh, you better run or soon you will be done for"
The Circe Saga,Done For,Odysseus,You've lost
The Circe Saga,Done For,Circe,My nymphs are like my daughters
The Circe Saga,Done For,Circe,I protect them at all costs
The Circe Saga,Done For,Circe,The last time we let strangers live
The Circe Saga,Done For,Circe,We faced a heavy loss
The Circe Saga,Done For,Circe,You've given me no reason to
The Circe Saga,Done For,Circe,Bestow you with my trust
The Circe Saga,Done For,Circe,But everyone's true colours are
The Circe Saga,Done For,Circe,Revealed in acts of lust
The Circe Saga,Done For,Odysseus,I'm not sure I follow
The Circe Saga,There Are Other Ways,Circe,There are other ways of persuasion
The Circe Saga,There Are Other Ways,Circe,There are other modes of control
The Circe Saga,There Are Other Ways,Circe,There are other means of deceit
The Circe Saga,There Are Other Ways,Circe,There are other roads to the soul
The Circe Saga,There Are Other Ways,Circe,There are other actions of passion
The Circe Saga,There Are Other Ways,Circe,You have so much left to learn
The Circe Saga,There Are Other Ways,Circe,Want to save your men from the fire?
The Circe Saga,There Are Other Ways,Circe,"Show me that you're willing to burn, woah"
The Circe Saga,There Are Other Ways,Odysseus,"Who's to say, with the mistakes I've made, Don't be afraid"
The Circe Saga,There Are Other Ways,Circe,"Who's to say, with the mistakes I've made, Don't be afraid"
The Circe Saga,There Are Other Ways,Odysseus,That they will be th? last Think of your past
The Circe Saga,There Are Other Ways,Circe,That they will be th? last Think of your past
The Circe Saga,There Are Other Ways,Odysseus,Mistakes I ever mak?? Don't break when
The Circe Saga,There Are Other Ways,Circe,Mistakes I ever mak?? Don't break when
The Circe Saga,There Are Other Ways,Circe,"There is so much power, so much power"
The Circe Saga,There Are Other Ways,Odysseus,"There is so much power, so much power"
The Circe Saga,There Are Other Ways,Circe,"But there's no puppet here, here"
The Circe Saga,There Are Other Ways,Odysseus,"But there's no puppet here, here"
The Circe Saga,There Are Other Ways,Circe,"This is the price we pay to love, I'm just a man"
The Circe Saga,There Are Other Ways,Odysseus,"This is the price we pay to love, I'm just a man"
The Circe Saga,There Are Other Ways,Circe,"There is no line never enough, I'm just a man"
The Circe Saga,There Are Other Ways,Odysseus,"There is no line never enough, I'm just a man"
The Circe Saga,There Are Other Ways,Circe,"So much power, so much power, forgive me"
The Circe Saga,There Are Other Ways,Odysseus,"So much power, so much power, forgive me"
The Circe Saga,There Are Other Ways,Circe,But there's no puppet here
The Circe Saga,There Are Other Ways,Odysseus,But there's no puppet here
The Underworld Saga,The Underworld,Odysseus,"Friends, Circe's instructions were clear"
The Underworld Saga,The Underworld,Odysseus,No matter what we hear
The Underworld Saga,The Underworld,Soldiers,Full speed ahead
The Underworld Saga,The Underworld,Odysseus,Until we find the prophet
The Underworld Saga,The Underworld,Odysseus,"My comrades, this land confuses your mind"
The Underworld Saga,The Underworld,Odysseus,So no matter who we find
The Underworld Saga,The Underworld,Soldiers,"Full speed ahead, until we find the prophet"
The Underworld Saga,The Underworld,Odysseus,Good
The Underworld Saga,The Underworld,Odysseus,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,Soldiers,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,Odysseus,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,Soldiers,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,Odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,Soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,Odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,Soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,Odysseus,"And here in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,Soldiers,"And here in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,Odysseus,This land confuses your mind
The Underworld Saga,The Underworld,Soldiers,This land confuses your mind
The Underworld Saga,The Underworld,Fallen Soldiers,When does a man become a monster?
The Underworld Saga,The Underworld,Fallen Soldiers,558 men who died under your command
The Underworld Saga,The Underworld,Fallen Soldiers,Captain! Captain! Captain! Captain!
The Underworld Saga,The Underworld,Fallen Soldiers,Why would you let the cyclops live
The Underworld Saga,The Underworld,Fallen Soldiers,When ruthlessness is mercy?
The Underworld Saga,The Underworld,Odysseus,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,Soldiers,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,Odysseus,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,Soldiers,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,Odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,Soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,Odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,Soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,Odysseus,"But in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,Soldiers,"But in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,Odysseus,I keep thinking of the infant from that night
The Underworld Saga,The Underworld,Soldiers,I keep thinking of the infant from that night
The Underworld Saga,The Underworld,Odysseus,I keep thinking of the infant from that night
The Underworld Saga,The Underworld,Soldiers,I keep thinking of the infant from that night
The Underworld Saga,No Longer You,Tiresias,I am the prophet with the answers you seek
The Underworld Saga,No Longer You,Tiresias,"Time, I've unlocked it"
The Underworld Saga,No Longer You,Tiresias,I see past and future running free
The Underworld Saga,No Longer You,Tiresias,There is a world where I help you get home
The Underworld Saga,No Longer You,Tiresias,But that's not a world I know
The Underworld Saga,No Longer You,Odysseus,What?
The Underworld Saga,No Longer You,Tiresias,I see a song of past romance
The Underworld Saga,No Longer You,Tiresias,I see the sacrifice of man
The Underworld Saga,No Longer You,Tiresias,I see portrayals of betrayals
The Underworld Saga,No Longer You,Tiresias,And a brother's final stand
The Underworld Saga,No Longer You,Tiresias,I see you on the brink of death
The Underworld Saga,No Longer You,Tiresias,I see you draw your final breath
The Underworld Saga,No Longer You,Tiresias,I see a man who gets to make it home alive
The Underworld Saga,No Longer You,Tiresias,But it's no longer you
The Underworld Saga,Monster,Odysseus,How has everything been turned against us?
The Underworld Saga,Monster,Odysseus,How did suffering become so endless?
The Underworld Saga,Monster,Odysseus,How am I to reunite with my estranged?
The Underworld Saga,Monster,Odysseus,Do I need to change?
The Underworld Saga,Monster,Odysseus,I'm surrounded by the souls of those I've lost
The Underworld Saga,Monster,Odysseus,I'm the only whose line I haven't crossed
The Underworld Saga,Monster,Odysseus,What if the greatest threat we'll find across the sea
The Underworld Saga,Monster,Odysseus,Is me?
The Underworld Saga,Monster,Odysseus,What if I'm the monster?
The Underworld Saga,Monster,Odysseus,What if I'm in the wrong?
The Underworld Saga,Monster,Odysseus,What if I'm the problem that's been hiding all along?
The Underworld Saga,Monster,Odysseus,What if I'm the one who killed you
The Underworld Saga,Monster,Odysseus,Every time I caved to guilt?
The Underworld Saga,Monster,Odysseus,What if I've been far too kind to foes
The Underworld Saga,Monster,Odysseus,But a monster to ourselves?
The Underworld Saga,Monster,Odysseus,What if I'm the monster
The Underworld Saga,Monster,Odysseus,Is the cyclops struck with guilt when he kills?
The Underworld Saga,Monster,Odysseus,Is he up in the middle of the night?
The Underworld Saga,Monster,Odysseus,Or does he end my men to avenge his friend
The Underworld Saga,Monster,Odysseus,And then sleep knowing he has done him right?
The Underworld Saga,Monster,Odysseus,When the witch turns men to pigs to protect her nymphs
The Underworld Saga,Monster,Odysseus,Is she going insane?
The Underworld Saga,Monster,Odysseus,Or did she learn to be colder when she got older and now she saves them the pain?
The Underworld Saga,Monster,Odysseus,When a god comes down and makes a fleet drown
The Underworld Saga,Monster,Odysseus,Is he scared that he's doing something wrong?
The Underworld Saga,Monster,Odysseus,Or does he keep us in check so we must respect him
The Underworld Saga,Monster,Odysseus,And now no one dares to piss him off?
The Underworld Saga,Monster,Odysseus,Does a soldier use a wooden horse to kill sleeping Trojans cause he is vile?
The Underworld Saga,Monster,Odysseus,Or does he throw away his remorse and save more lives with guile
The Underworld Saga,Monster,Odysseus,"If I became the monster, and threw that guilt away"
The Underworld Saga,Monster,Odysseus,Would that make us stronger?
The Underworld Saga,Monster,Odysseus,Would it keep our foes at bay?
The Underworld Saga,Monster,Odysseus,If I became the monster to everyone but us
The Underworld Saga,Monster,Odysseus,And made sure we got home again
The Underworld Saga,Monster,Odysseus,Who would care if we're unjust
The Underworld Saga,Monster,Odysseus,If I became the
The Underworld Saga,Monster,Soldiers,Monster
The Underworld Saga,Monster,Odysseus,"Oh, ruthlessness is mercy upon ourselves"
The Underworld Saga,Monster,Soldiers,Monster
The Underworld Saga,Monster,Odysseus,And deep down I know this well
The Underworld Saga,Monster,Odysseus,I lost my best friend
The Underworld Saga,Monster,Odysseus,"I lost my mentor, my mom"
The Underworld Saga,Monster,Odysseus,"500 men gone, this can't go on"
The Underworld Saga,Monster,Odysseus,I must get to see Penelope and Telemachus
The Underworld Saga,Monster,Odysseus,So if we must sail through dangerous oceans and beaches
The Underworld Saga,Monster,Odysseus,I'll go where Poseidon won't reach us
The Underworld Saga,Monster,Odysseus,And if I gotta drop another infant from a wall
The Underworld Saga,Monster,Odysseus,In an instant so we all don't die
The Underworld Saga,Monster,Odysseus,Then I'll become the
The Underworld Saga,Monster,All,Then I'll become the
The Underworld Saga,Monster,Odysseus,Monster
The Underworld Saga,Monster,All,Monster
The Underworld Saga,Monster,Odysseus,I will deal the blow
The Underworld Saga,Monster,All,I will deal the blow
The Underworld Saga,Monster,Odysseus,And I'll become the
The Underworld Saga,Monster,All,And I'll become the
The Underworld Saga,Monster,Odysseus,Monster
The Underworld Saga,Monster,All,Monster
The Underworld Saga,Monster,Odysseus,Like none they've ever known
The Underworld Saga,Monster,All,Like none they've ever known
The Underworld Saga,Monster,Odysseus,So what if I'm the
The Underworld Saga,Monster,All,So what if I'm the
The Underworld Saga,Monster,Odysseus,Monster
The Underworld Saga,Monster,All,Monster
The Underworld Saga,Monster,Odysseus,Lurking deep below
The Underworld Saga,Monster,All,Lurking deep below
The Underworld Saga,Monster,Odysseus,I must become the
The Underworld Saga,Monster,All,I must become the
The Underworld Saga,Monster,Odysseus,Monster
The Underworld Saga,Monster,All,Monster
The Underworld Saga,Monster,Odysseus,And then we'll make it home
The Underworld Saga,Monster,All,And then we'll make it home
The Underworld Saga,Monster,Soldiers,Monster
The Thunder Saga,Suffering,Ensemble,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,Sirens,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,Ensemble,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,Sirens,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,Penelope,Don’t you miss me?
The Thunder Saga,Suffering,Odysseus,More than you know
The Thunder Saga,Suffering,Penelope,Then jump in the water and kiss me
The Thunder Saga,Suffering,Odysseus,"Penelope, I’ve told you this before"
The Thunder Saga,Suffering,Odysseus,You know I’m afraid of the water
The Thunder Saga,Suffering,Penelope,I’ll make sure that you are safe and sound
The Thunder Saga,Suffering,Penelope,Come play with me and our daughter and let’s watch our love leave the ground
The Thunder Saga,Suffering,Odysseus,"Oh, I would"
The Thunder Saga,Suffering,Odysseus,But I’d be suffering trying to float the whole time
The Thunder Saga,Suffering,Penelope,I would take the suffering from you
The Thunder Saga,Suffering,Odysseus,"Oh, as good as it sounds, right here I’m just fin?"
The Thunder Saga,Suffering,Penelope,I could take the suffering from you
The Thunder Saga,Suffering,Odysseus,You know that I pr?fer my feet on the ground
The Thunder Saga,Suffering,Penelope,I will take the suffering from you
The Thunder Saga,Suffering,Odysseus,"Fine, but only if you answer a question or two"
The Thunder Saga,Suffering,Penelope,Of course!
The Thunder Saga,Suffering,Odysseus,"Okay, so let’s say I was on the run or hiding…"
The Thunder Saga,Suffering,Odysseus,From I don’t know Poseidon…
The Thunder Saga,Suffering,Odysseus,And let’s say he blocked the way home with giant waves and giant storms
The Thunder Saga,Suffering,Penelope,Oh no!
The Thunder Saga,Suffering,Odysseus,How am I to evade him?
The Thunder Saga,Suffering,Odysseus,How am I to get home?
The Thunder Saga,Suffering,Odysseus,Which route should I take?
The Thunder Saga,Suffering,Odysseus,Where am I supposed to go?
The Thunder Saga,Suffering,Penelope,He will chase you high and low
The Thunder Saga,Suffering,Penelope,So find a place he’d never go
The Thunder Saga,Suffering,Penelope,The one way you'll get home
The Thunder Saga,Suffering,Penelope,"Is sailing where he's scared to roam, oh"
The Thunder Saga,Suffering,Penelope,It’s through the lair of Scylla
The Thunder Saga,Suffering,Odysseus,No...
The Thunder Saga,Suffering,Penelope,This is your only way home
The Thunder Saga,Suffering,Penelope,The lair of Scylla
The Thunder Saga,Suffering,Odysseus,But Scylla has a cost
The Thunder Saga,Suffering,Penelope,"Well, you asked and now you know"
The Thunder Saga,Suffering,Penelope,Now jump in the water!
The Thunder Saga,Suffering,Odysseus,"Penelope, why?"
The Thunder Saga,Suffering,Odysseus,You know I’m too shy and terrified
The Thunder Saga,Suffering,Penelope,I would take the suffering from you
The Thunder Saga,Suffering,Odysseus,"Oh, for you, I would die, but can't you let me stay dry?"
The Thunder Saga,Suffering,Penelope,I could take the suffering from you
The Thunder Saga,Suffering,Odysseus,You should come onto the ship
The Thunder Saga,Suffering,Odysseus,We'll jump at the same time
The Thunder Saga,Suffering,Penelope,I will take the suffering from you
The Thunder Saga,Suffering,Odysseus,"Ah, the things I do for you"
The Thunder Saga,Different Beast,Odysseus,"Let's cut this charade, you are no wife of mine"
The Thunder Saga,Different Beast,Odysseus,You've been tryna take my life this whole time
The Thunder Saga,Different Beast,Odysseus,"I know underwater, there are packs of you hiding"
The Thunder Saga,Different Beast,Odysseus,"Yeah, I know exactly what you are: a siren"
The Thunder Saga,Different Beast,Odysseus,My real wife knows I'm not scared of the water
The Thunder Saga,Different Beast,Odysseus,And my real wife knows I don't have a daughter
The Thunder Saga,Different Beast,Odysseus,But while you were so focused on turning my men into snacks
The Thunder Saga,Different Beast,Odysseus,You didn't notice that your friends got snatched
The Thunder Saga,Different Beast,Odysseus,We are a different beast now
The Thunder Saga,Different Beast,Soldiers,We are a different beast now
The Thunder Saga,Different Beast,Odysseus,We ar? the ones who feast now
The Thunder Saga,Different Beast,Soldiers,We ar? the ones who feast now
The Thunder Saga,Different Beast,Odysseus,"No mor? of us decease, 'cause we won't take more suffering from you"
The Thunder Saga,Different Beast,Soldiers,"No mor? of us decease, 'cause we won't take more suffering from you"
The Thunder Saga,Different Beast,Odysseus,We are the man-made monsters
The Thunder Saga,Different Beast,Soldiers,We are the man-made monsters
The Thunder Saga,Different Beast,Odysseus,We are the ones who conquer
The Thunder Saga,Different Beast,Soldiers,We are the ones who conquer
The Thunder Saga,Different Beast,Odysseus,You are a threat no longer
The Thunder Saga,Different Beast,Soldiers,You are a threat no longer
The Thunder Saga,Different Beast,Odysseus,We won't take more suffering from you
The Thunder Saga,Different Beast,Soldiers,We won't take more suffering from you
The Thunder Saga,Different Beast,Odysseus,We've been away from home for about 12 years or so
The Thunder Saga,Different Beast,Odysseus,First we slayed in our own war
The Thunder Saga,Different Beast,Odysseus,"And now, we're here with more foes"
The Thunder Saga,Different Beast,Odysseus,While on the run from Poseidon
The Thunder Saga,Different Beast,Odysseus,We found a ship with no crew
The Thunder Saga,Different Beast,Odysseus,"I realised nearby, there were sirens"
The Thunder Saga,Different Beast,Odysseus,Singing sailors to their dooms
The Thunder Saga,Different Beast,Odysseus,We filled our ears with beeswax
The Thunder Saga,Different Beast,Odysseus,That's how we resist your song
The Thunder Saga,Different Beast,Odysseus,"You pretended to be my wife, so I just played along"
The Thunder Saga,Different Beast,Odysseus,I read your lips and phrases
The Thunder Saga,Different Beast,Odysseus,Scanning for information
The Thunder Saga,Different Beast,Odysseus,Sirens know about every route and horizon
The Thunder Saga,Different Beast,Odysseus,Now I know how to get back to my island
The Thunder Saga,Different Beast,Soldiers,We are a different beast now
The Thunder Saga,Different Beast,Soldiers,We are the ones who feast now
The Thunder Saga,Different Beast,Soldiers,"No more of us decease, 'cause we won't take more suffering from you"
The Thunder Saga,Different Beast,Soldiers,We are the man-made monsters
The Thunder Saga,Different Beast,Soldiers,We are the ones who conquer
The Thunder Saga,Different Beast,Soldiers,You are a threat no longer
The Thunder Saga,Different Beast,Soldiers,We won't take more suffering from you
The Thunder Saga,Different Beast,Sirens,Spare us
The Thunder Saga,Different Beast,Sirens,"Oh, spare us please"
The Thunder Saga,Different Beast,Odysseus,Why?
The Thunder Saga,Different Beast,Odysseus,So you can kill the next group of sailors in this part of the sea?
The Thunder Saga,Different Beast,Odysseus,"Nah, you wouldn't have spared me"
The Thunder Saga,Different Beast,Odysseus,I made a mistake like this and almost cost my life
The Thunder Saga,Different Beast,Odysseus,I can't take more risks of not seeing my wife
The Thunder Saga,Different Beast,Odysseus,Cut off their tails! We're ending this now
The Thunder Saga,Different Beast,Odysseus,Throw their bodies back in the water
The Thunder Saga,Different Beast,Odysseus,Let them drown
The Thunder Saga,Different Beast,Sirens,No!
The Thunder Saga,Different Beast,Soldiers,He is a different beast now
The Thunder Saga,Different Beast,Soldiers,He is the one who feasts now
The Thunder Saga,Different Beast,Soldiers,"No more of us deceased, 'cause he won't take more suffering from you"
The Thunder Saga,Different Beast,Soldiers,He is the man-made monster
The Thunder Saga,Different Beast,Soldiers,He is the one who conquers
The Thunder Saga,Different Beast,Soldiers,You are a threat no longer
The Thunder Saga,Different Beast,Soldiers,He won't take more suffering from you
The Thunder Saga,Different Beast,Odysseus,Kill them all!
The Thunder Saga,Different Beast,Soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,Odysseus,Kill them all!
The Thunder Saga,Different Beast,Soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,Odysseus,Kill them all!
The Thunder Saga,Different Beast,Soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,Odysseus,Kill 'em all!
The Thunder Saga,Different Beast,Soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,Soldiers,Odysseus
The Thunder Saga,Scylla,Scylla,"Deep down, we're lonely demons from hell"
The Thunder Saga,Scylla,Odysseus,Row for your lives!
The Thunder Saga,Scylla,Scylla,Drown in your sorrow and fears
The Thunder Saga,Scylla,Scylla,Choke on your blood and your tears
The Thunder Saga,Scylla,Scylla,Bleed til you've run out of years
The Thunder Saga,Scylla,Scylla,We must do what it takes to survive
The Thunder Saga,Scylla,Scylla,Give up your honor and faith
The Thunder Saga,Scylla,Scylla,Live up your life as a wraith
The Thunder Saga,Scylla,Scylla,Die in the blood where you bathe
The Thunder Saga,Scylla,Scylla,We must do it takes to survive
The Thunder Saga,Mutiny,Eurylochus,How much longer must we suffer now?
The Thunder Saga,Mutiny,Soldiers,How much longer must we suffer now?
The Thunder Saga,Mutiny,Eurylochus,How much longer must we push through doubt?
The Thunder Saga,Mutiny,Soldiers,How much longer must we push through doubt?
The Thunder Saga,Mutiny,Eurylochus,How much longer must we go about
The Thunder Saga,Mutiny,Soldiers,How much longer must we go about
The Thunder Saga,Mutiny,Eurylochus,Our lives like this when people die like this?
The Thunder Saga,Mutiny,Soldiers,Our lives like this when people die like this?
The Thunder Saga,Mutiny,Eurylochus,Woah
The Thunder Saga,Mutiny,Soldiers,Woah
The Thunder Saga,Mutiny,Eurylochus,"When we fought the cyclops, you were quick to hatch a plan"
The Thunder Saga,Mutiny,Eurylochus,"And when we fought with Circe, it was you who left behind no man"
The Thunder Saga,Mutiny,Eurylochus,"But when we fought this monster, we didn't take a stand"
The Thunder Saga,Mutiny,Eurylochus,We just ran
The Thunder Saga,Mutiny,Eurylochus,Say something
The Thunder Saga,Mutiny,Odysseus,I can't
The Thunder Saga,Mutiny,Eurylochus,Then you have forced my hand
The Thunder Saga,Mutiny,Odysseus,Lower your weapon
The Thunder Saga,Mutiny,Eurylochus,No can do
The Thunder Saga,Mutiny,Eurylochus,You miss your wife so bad you trade the lives of your own crew
The Thunder Saga,Mutiny,Odysseus,"Don't make m? fight you, brother, you know you'd have done th? same"
The Thunder Saga,Mutiny,Eurylochus,"If you want all the power, you must carry all the blame"
The Thunder Saga,Mutiny,Soldiers,"Eurylochus, Eurylochus, Eurylochus"
The Thunder Saga,Mutiny,Soldiers,"Odysseus, Odysseus, Odysseus"
The Thunder Saga,Mutiny,Soldiers,There is no price he won't pay
The Thunder Saga,Mutiny,Odysseus,I am not letting you get in my way
The Thunder Saga,Thunder Bringer,Zeus,Pride is a damsel in distress
The Thunder Saga,Thunder Bringer,Zeus,Hiding away where only I can undress her
The Thunder Saga,Thunder Bringer,Zeus,Try all she can not to confess
The Thunder Saga,Thunder Bringer,Zeus,"In the end, it's all the same once I apply all the pressure"
The Thunder Saga,Thunder Bringer,Zeus,"Thunder, bring her through the wringer"
The Thunder Saga,Thunder Bringer,Zeus,Show her I'm the judgment call
The Thunder Saga,Thunder Bringer,Zeus,The one who makes her kingdom fall
The Thunder Saga,Thunder Bringer,Zeus,"Lightning, wield her, use and yield her"
The Thunder Saga,Thunder Bringer,Zeus,Show her what she can't conceal
The Thunder Saga,Thunder Bringer,Zeus,For true nature will be revealed
The Thunder Saga,Thunder Bringer,Zeus,"Tell me, Odysseus, If I were to make you choose"
The Thunder Saga,Thunder Bringer,Zeus,The lives of your men and crew or your own
The Thunder Saga,Thunder Bringer,Zeus,Why do I think they'd lose?
The Thunder Saga,Thunder Bringer,Zeus,"Enlighten me, King of Ithaca"
The Thunder Saga,Thunder Bringer,Zeus,Since hunger was far too great
The Thunder Saga,Thunder Bringer,Zeus,I wonder who'd take the weight of the damned
The Thunder Saga,Thunder Bringer,Zeus,And suffer a gruesome fate to the
The Thunder Saga,Thunder Bringer,Zeus,"Thunder Bringer, here to ring your"
The Thunder Saga,Thunder Bringer,Zeus,Ears until your deaf with fear and
The Thunder Saga,Thunder Bringer,Zeus,Spear you while your death is near
The Thunder Saga,Thunder Bringer,Zeus,"Lighting wielder, here to yield your"
The Thunder Saga,Thunder Bringer,Zeus,Time for you have passed your prime
The Thunder Saga,Thunder Bringer,Zeus,Sublime you for your act of crime
The Wisdom Saga,Legendary,Telemachus,"It's just me, myself, and I"
The Wisdom Saga,Legendary,Telemachus,"Stuck in my bedroom, living in this world you left behind"
The Wisdom Saga,Legendary,Telemachus,Dreaming of all these monsters that I'll never get to fight
The Wisdom Saga,Legendary,Telemachus,"But boy, I wish I could, so I could bring this world some light"
The Wisdom Saga,Legendary,Telemachus,Cause I'm stuck with your stories
The Wisdom Saga,Legendary,Telemachus,But no clue who you are
The Wisdom Saga,Legendary,Telemachus,And no idea if you're dead or just too far
The Wisdom Saga,Legendary,Telemachus,"Somebody tell me, come and give me a sign"
The Wisdom Saga,Legendary,Telemachus,"If I fight those monsters, is it you I'll find?"
The Wisdom Saga,Legendary,Telemachus,"If so, then"
The Wisdom Saga,Legendary,Telemachus,Give me sirens and a cyclops
The Wisdom Saga,Legendary,Telemachus,Give me giants and a hydra
The Wisdom Saga,Legendary,Telemachus,I know life and fate are scary
The Wisdom Saga,Legendary,Telemachus,But I wanna be legendary
The Wisdom Saga,Legendary,Telemachus,I'll fight the harpies and chimeras
The Wisdom Saga,Legendary,Telemachus,"The minotaurs, even Cerberus"
The Wisdom Saga,Legendary,Telemachus,I know life and fate are scary
The Wisdom Saga,Legendary,Telemachus,But I wanna be l-l-l-l-legendary
The Wisdom Saga,Legendary,Telemachus,There are strangers in our halls
The Wisdom Saga,Legendary,Telemachus,Trying to win the heart of my mom
The Wisdom Saga,Legendary,Telemachus,But she is standing tall
The Wisdom Saga,Legendary,Telemachus,108 old faces of men who call me small
The Wisdom Saga,Legendary,Telemachus,They keep taking space and it's not much longer we can stall
The Wisdom Saga,Legendary,Telemachus,"Cause they're getting impatient, dangerous too"
The Wisdom Saga,Legendary,Telemachus,And I would fight them if I was half as strong as you
The Wisdom Saga,Legendary,Telemachus,"Somebody help me, come and give me the strength"
The Wisdom Saga,Legendary,Telemachus,Can I do whatever it takes to keep my mom safe?
The Wisdom Saga,Legendary,Telemachus,"If so, then"
The Wisdom Saga,Legendary,Telemachus,Give me sirens and a cyclops
The Wisdom Saga,Legendary,Telemachus,Give me giants and a hydra
The Wisdom Saga,Legendary,Telemachus,I know life and fate are scary
The Wisdom Saga,Legendary,Telemachus,But I wanna be legendary
The Wisdom Saga,Legendary,Telemachus,I'll fight the harpies and chimeras
