act,song,speaker,line
The Circe Saga,Done For,circe,Mortals can't acquire
The Circe Saga,Done For,circe,Moly without dire consequence
The Circe Saga,Done For,odysseus,Then I must be a god like you
The Circe Saga,Done For,odysseus,Cause I got this root from the ground with my bare hands
The Circe Saga,Done For,circe,"Hermes gave it to you, didn't he?"
The Circe Saga,Done For,odysseus,"Okay, fine, yes, but regardless"
The Circe Saga,Done For,odysseus,You and I are now evenly matched
The Circe Saga,Done For,odysseus,"Our fates are intertwined, they're attached"
The Circe Saga,Done For,odysseus,"I've got people to protect, friends I can't neglect"
The Circe Saga,Done For,circe,"I've got people to protect, friends I can't neglect"
The Circe Saga,Done For,odysseus,So now there is no turning back
The Circe Saga,Done For,circe,So now there is no turning back
The Circe Saga,Done For,odysseus,"You've made your one wrong move, now you're done for"
The Circe Saga,Done For,circe,"You've made your one wrong move, now you're done for"
The Circe Saga,Done For,odysseus,I will be the one to prove that you're done for
The Circe Saga,Done For,circe,I will be the one to prove that you're done for
The Circe Saga,Done For,odysseus,"Not even a spell saves you, cause you're done for"
The Circe Saga,Done For,circe,"Not even a spell saves you, cause you're done for"
The Circe Saga,Done For,odysseus,"Oh, you better run or soon you will be done for"
The Circe Saga,Done For,circe,"Oh, you better run or soon you will be done for"
The Circe Saga,Done For,odysseus,You've lost
The Circe Saga,Done For,circe,My nymphs are like my daughters
The Circe Saga,Done For,circe,I protect them at all costs
The Circe Saga,Done For,circe,The last time we let strangers live
The Circe Saga,Done For,circe,We faced a heavy loss
The Circe Saga,Done For,circe,You've given me no reason to
The Circe Saga,Done For,circe,Bestow you with my trust
The Circe Saga,Done For,circe,But everyone's true colours are
The Circe Saga,Done For,circe,Revealed in acts of lust
The Circe Saga,Done For,odysseus,I'm not sure I follow
The Circe Saga,There Are Other Ways,circe,There are other ways of persuasion
The Circe Saga,There Are Other Ways,circe,There are other modes of control
The Circe Saga,There Are Other Ways,circe,There are other means of deceit
The Circe Saga,There Are Other Ways,circe,There are other roads to the soul
The Circe Saga,There Are Other Ways,circe,There are other actions of passion
The Circe Saga,There Are Other Ways,circe,You have so much left to learn
The Circe Saga,There Are Other Ways,circe,Want to save your men from the fire?
The Circe Saga,There Are Other Ways,circe,"Show me that you're willing to burn, woah"
The Circe Saga,There Are Other Ways,odysseus,"Who's to say, with the mistakes I've made, Don't be afraid"
The Circe Saga,There Are Other Ways,circe,"Who's to say, with the mistakes I've made, Don't be afraid"
The Circe Saga,There Are Other Ways,odysseus,That they will be th? last Think of your past
The Circe Saga,There Are Other Ways,circe,That they will be th? last Think of your past
The Circe Saga,There Are Other Ways,odysseus,Mistakes I ever mak?? Don't break when
The Circe Saga,There Are Other Ways,circe,Mistakes I ever mak?? Don't break when
The Circe Saga,There Are Other Ways,circe,"There is so much power, so much power"
The Circe Saga,There Are Other Ways,odysseus,"There is so much power, so much power"
The Circe Saga,There Are Other Ways,circe,"But there's no puppet here, here"
The Circe Saga,There Are Other Ways,odysseus,"But there's no puppet here, here"
The Circe Saga,There Are Other Ways,circe,"This is the price we pay to love, I'm just a man"
The Circe Saga,There Are Other Ways,odysseus,"This is the price we pay to love, I'm just a man"
The Circe Saga,There Are Other Ways,circe,"There is no line never enough, I'm just a man"
The Circe Saga,There Are Other Ways,odysseus,"There is no line never enough, I'm just a man"
The Circe Saga,There Are Other Ways,circe,"So much power, so much power, forgive me"
The Circe Saga,There Are Other Ways,odysseus,"So much power, so much power, forgive me"
The Circe Saga,There Are Other Ways,circe,But there's no puppet here
The Circe Saga,There Are Other Ways,odysseus,But there's no puppet here
The Underworld Saga,The Underworld,odysseus,"Friends, Circe's instructions were clear"
The Underworld Saga,The Underworld,odysseus,No matter what we hear
The Underworld Saga,The Underworld,soldiers,Full speed ahead
The Underworld Saga,The Underworld,odysseus,Until we find the prophet
The Underworld Saga,The Underworld,odysseus,"My comrades, this land confuses your mind"
The Underworld Saga,The Underworld,odysseus,So no matter who we find
The Underworld Saga,The Underworld,soldiers,"Full speed ahead, until we find the prophet"
The Underworld Saga,The Underworld,odysseus,Good
The Underworld Saga,The Underworld,odysseus,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,soldiers,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,odysseus,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,soldiers,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,odysseus,"And here in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,soldiers,"And here in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,odysseus,This land confuses your mind
The Underworld Saga,The Underworld,soldiers,This land confuses your mind
The Underworld Saga,The Underworld,fallen soldiers,When does a man become a monster?
The Underworld Saga,The Underworld,fallen soldiers,558 men who died under your command
The Underworld Saga,The Underworld,fallen soldiers,Captain! Captain! Captain! Captain!
The Underworld Saga,The Underworld,fallen soldiers,Why would you let the cyclops live
The Underworld Saga,The Underworld,fallen soldiers,When ruthlessness is mercy?
The Underworld Saga,The Underworld,odysseus,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,soldiers,"All I hear are screams, every time I dare to close my eyes"
The Underworld Saga,The Underworld,odysseus,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,soldiers,"I no longer dream, only nightmares of those who've died"
The Underworld Saga,The Underworld,odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,odysseus,Nothing's what it seems
The Underworld Saga,The Underworld,soldiers,Nothing's what it seems
The Underworld Saga,The Underworld,odysseus,"But in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,soldiers,"But in The Underworld, the past seems close behind"
The Underworld Saga,The Underworld,odysseus,I keep thinking of the infant from that night
The Underworld Saga,The Underworld,soldiers,I keep thinking of the infant from that night
The Underworld Saga,The Underworld,odysseus,I keep thinking of the infant from that night
The Underworld Saga,The Underworld,soldiers,I keep thinking of the infant from that night
The Underworld Saga,No Longer You,tiresias,I am the prophet with the answers you seek
The Underworld Saga,No Longer You,tiresias,"Time, I've unlocked it"
The Underworld Saga,No Longer You,tiresias,I see past and future running free
The Underworld Saga,No Longer You,tiresias,There is a world where I help you get home
The Underworld Saga,No Longer You,tiresias,But that's not a world I know
The Underworld Saga,No Longer You,odysseus,What?
The Underworld Saga,No Longer You,tiresias,I see a song of past romance
The Underworld Saga,No Longer You,tiresias,I see the sacrifice of man
The Underworld Saga,No Longer You,tiresias,I see portrayals of betrayals
The Underworld Saga,No Longer You,tiresias,And a brother's final stand
The Underworld Saga,No Longer You,tiresias,I see you on the brink of death
The Underworld Saga,No Longer You,tiresias,I see you draw your final breath
The Underworld Saga,No Longer You,tiresias,I see a man who gets to make it home alive
The Underworld Saga,No Longer You,tiresias,But it's no longer you
The Underworld Saga,Monster,odysseus,How has everything been turned against us?
The Underworld Saga,Monster,odysseus,How did suffering become so endless?
The Underworld Saga,Monster,odysseus,How am I to reunite with my estranged?
The Underworld Saga,Monster,odysseus,Do I need to change?
The Underworld Saga,Monster,odysseus,I'm surrounded by the souls of those I've lost
The Underworld Saga,Monster,odysseus,I'm the only whose line I haven't crossed
The Underworld Saga,Monster,odysseus,What if the greatest threat we'll find across the sea
The Underworld Saga,Monster,odysseus,Is me?
The Underworld Saga,Monster,odysseus,What if I'm the monster?
The Underworld Saga,Monster,odysseus,What if I'm in the wrong?
The Underworld Saga,Monster,odysseus,What if I'm the problem that's been hiding all along?
The Underworld Saga,Monster,odysseus,What if I'm the one who killed you
The Underworld Saga,Monster,odysseus,Every time I caved to guilt?
The Underworld Saga,Monster,odysseus,What if I've been far too kind to foes
The Underworld Saga,Monster,odysseus,But a monster to ourselves?
The Underworld Saga,Monster,odysseus,What if I'm the monster
The Underworld Saga,Monster,odysseus,Is the cyclops struck with guilt when he kills?
The Underworld Saga,Monster,odysseus,Is he up in the middle of the night?
The Underworld Saga,Monster,odysseus,Or does he end my men to avenge his friend
The Underworld Saga,Monster,odysseus,And then sleep knowing he has done him right?
The Underworld Saga,Monster,odysseus,When the witch turns men to pigs to protect her nymphs
The Underworld Saga,Monster,odysseus,Is she going insane?
The Underworld Saga,Monster,odysseus,Or did she learn to be colder when she got older and now she saves them the pain?
The Underworld Saga,Monster,odysseus,When a god comes down and makes a fleet drown
The Underworld Saga,Monster,odysseus,Is he scared that he's doing something wrong?
The Underworld Saga,Monster,odysseus,Or does he keep us in check so we must respect him
The Underworld Saga,Monster,odysseus,And now no one dares to piss him off?
The Underworld Saga,Monster,odysseus,Does a soldier use a wooden horse to kill sleeping Trojans cause he is vile?
The Underworld Saga,Monster,odysseus,Or does he throw away his remorse and save more lives with guile
The Underworld Saga,Monster,odysseus,"If I became the monster, and threw that guilt away"
The Underworld Saga,Monster,odysseus,Would that make us stronger?
The Underworld Saga,Monster,odysseus,Would it keep our foes at bay?
The Underworld Saga,Monster,odysseus,If I became the monster to everyone but us
The Underworld Saga,Monster,odysseus,And made sure we got home again
The Underworld Saga,Monster,odysseus,Who would care if we're unjust
The Underworld Saga,Monster,odysseus,If I became the
The Underworld Saga,Monster,soldiers,Monster
The Underworld Saga,Monster,odysseus,"Oh, ruthlessness is mercy upon ourselves"
The Underworld Saga,Monster,soldiers,Monster
The Underworld Saga,Monster,odysseus,And deep down I know this well
The Underworld Saga,Monster,odysseus,I lost my best friend
The Underworld Saga,Monster,odysseus,"I lost my mentor, my mom"
The Underworld Saga,Monster,odysseus,"500 men gone, this can't go on"
The Underworld Saga,Monster,odysseus,I must get to see Penelope and Telemachus
The Underworld Saga,Monster,odysseus,So if we must sail through dangerous oceans and beaches
The Underworld Saga,Monster,odysseus,I'll go where Poseidon won't reach us
The Underworld Saga,Monster,odysseus,And if I gotta drop another infant from a wall
The Underworld Saga,Monster,odysseus,In an instant so we all don't die
The Underworld Saga,Monster,odysseus,Then I'll become the
The Underworld Saga,Monster,all,Then I'll become the
The Underworld Saga,Monster,odysseus,Monster
The Underworld Saga,Monster,all,Monster
The Underworld Saga,Monster,odysseus,I will deal the blow
The Underworld Saga,Monster,all,I will deal the blow
The Underworld Saga,Monster,odysseus,And I'll become the
The Underworld Saga,Monster,all,And I'll become the
The Underworld Saga,Monster,odysseus,Monster
The Underworld Saga,Monster,all,Monster
The Underworld Saga,Monster,odysseus,Like none they've ever known
The Underworld Saga,Monster,all,Like none they've ever known
The Underworld Saga,Monster,odysseus,So what if I'm the
The Underworld Saga,Monster,all,So what if I'm the
The Underworld Saga,Monster,odysseus,Monster
The Underworld Saga,Monster,all,Monster
The Underworld Saga,Monster,odysseus,Lurking deep below
The Underworld Saga,Monster,all,Lurking deep below
The Underworld Saga,Monster,odysseus,I must become the
The Underworld Saga,Monster,all,I must become the
The Underworld Saga,Monster,odysseus,Monster
The Underworld Saga,Monster,all,Monster
The Underworld Saga,Monster,odysseus,And then we'll make it home
The Underworld Saga,Monster,all,And then we'll make it home
The Underworld Saga,Monster,soldiers,Monster
The Thunder Saga,Suffering,ensemble,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,sirens,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,ensemble,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,sirens,"Penelope (Ah, oh)"
The Thunder Saga,Suffering,penelope,Don’t you miss me?
The Thunder Saga,Suffering,odysseus,More than you know
The Thunder Saga,Suffering,penelope,Then jump in the water and kiss me
The Thunder Saga,Suffering,odysseus,"Penelope, I’ve told you this before"
The Thunder Saga,Suffering,odysseus,You know I’m afraid of the water
The Thunder Saga,Suffering,penelope,I’ll make sure that you are safe and sound
The Thunder Saga,Suffering,penelope,Come play with me and our daughter and let’s watch our love leave the ground
The Thunder Saga,Suffering,odysseus,"Oh, I would"
The Thunder Saga,Suffering,odysseus,But I’d be suffering trying to float the whole time
The Thunder Saga,Suffering,penelope,I would take the suffering from you
The Thunder Saga,Suffering,odysseus,"Oh, as good as it sounds, right here I’m just fin?"
The Thunder Saga,Suffering,penelope,I could take the suffering from you
The Thunder Saga,Suffering,odysseus,You know that I pr?fer my feet on the ground
The Thunder Saga,Suffering,penelope,I will take the suffering from you
The Thunder Saga,Suffering,odysseus,"Fine, but only if you answer a question or two"
The Thunder Saga,Suffering,penelope,Of course!
The Thunder Saga,Suffering,odysseus,"Okay, so let’s say I was on the run or hiding…"
The Thunder Saga,Suffering,odysseus,From I don’t know Poseidon…
The Thunder Saga,Suffering,odysseus,And let’s say he blocked the way home with giant waves and giant storms
The Thunder Saga,Suffering,penelope,Oh no!
The Thunder Saga,Suffering,odysseus,How am I to evade him?
The Thunder Saga,Suffering,odysseus,How am I to get home?
The Thunder Saga,Suffering,odysseus,Which route should I take?
The Thunder Saga,Suffering,odysseus,Where am I supposed to go?
The Thunder Saga,Suffering,penelope,He will chase you high and low
The Thunder Saga,Suffering,penelope,So find a place he’d never go
The Thunder Saga,Suffering,penelope,The one way you'll get home
The Thunder Saga,Suffering,penelope,"Is sailing where he's scared to roam, oh"
The Thunder Saga,Suffering,penelope,It’s through the lair of Scylla
The Thunder Saga,Suffering,odysseus,No...
The Thunder Saga,Suffering,penelope,This is your only way home
The Thunder Saga,Suffering,penelope,The lair of Scylla
The Thunder Saga,Suffering,odysseus,But Scylla has a cost
The Thunder Saga,Suffering,penelope,"Well, you asked and now you know"
The Thunder Saga,Suffering,penelope,Now jump in the water!
The Thunder Saga,Suffering,odysseus,"Penelope, why?"
The Thunder Saga,Suffering,odysseus,You know I’m too shy and terrified
The Thunder Saga,Suffering,penelope,I would take the suffering from you
The Thunder Saga,Suffering,odysseus,"Oh, for you, I would die, but can't you let me stay dry?"
The Thunder Saga,Suffering,penelope,I could take the suffering from you
The Thunder Saga,Suffering,odysseus,You should come onto the ship
The Thunder Saga,Suffering,odysseus,We'll jump at the same time
The Thunder Saga,Suffering,penelope,I will take the suffering from you
The Thunder Saga,Suffering,odysseus,"Ah, the things I do for you"
The Thunder Saga,Different Beast,odysseus,"Let's cut this charade, you are no wife of mine"
The Thunder Saga,Different Beast,odysseus,You've been tryna take my life this whole time
The Thunder Saga,Different Beast,odysseus,"I know underwater, there are packs of you hiding"
The Thunder Saga,Different Beast,odysseus,"Yeah, I know exactly what you are: a siren"
The Thunder Saga,Different Beast,odysseus,My real wife knows I'm not scared of the water
The Thunder Saga,Different Beast,odysseus,And my real wife knows I don't have a daughter
The Thunder Saga,Different Beast,odysseus,But while you were so focused on turning my men into snacks
The Thunder Saga,Different Beast,odysseus,You didn't notice that your friends got snatched
The Thunder Saga,Different Beast,siren,What?
The Thunder Saga,Different Beast,odysseus,We are a different beast now
The Thunder Saga,Different Beast,soldiers,We are a different beast now
The Thunder Saga,Different Beast,odysseus,We ar? the ones who feast now
The Thunder Saga,Different Beast,soldiers,We ar? the ones who feast now
The Thunder Saga,Different Beast,odysseus,"No mor? of us decease, 'cause we won't take more suffering from you"
The Thunder Saga,Different Beast,soldiers,"No mor? of us decease, 'cause we won't take more suffering from you"
The Thunder Saga,Different Beast,odysseus,We are the man-made monsters
The Thunder Saga,Different Beast,soldiers,We are the man-made monsters
The Thunder Saga,Different Beast,odysseus,We are the ones who conquer
The Thunder Saga,Different Beast,soldiers,We are the ones who conquer
The Thunder Saga,Different Beast,odysseus,You are a threat no longer
The Thunder Saga,Different Beast,soldiers,You are a threat no longer
The Thunder Saga,Different Beast,odysseus,We won't take more suffering from you
The Thunder Saga,Different Beast,soldiers,We won't take more suffering from you
The Thunder Saga,Different Beast,odysseus,We've been away from home for about 12 years or so
The Thunder Saga,Different Beast,odysseus,First we slayed in our own war
The Thunder Saga,Different Beast,odysseus,"And now, we're here with more foes"
The Thunder Saga,Different Beast,odysseus,While on the run from Poseidon
The Thunder Saga,Different Beast,odysseus,We found a ship with no crew
The Thunder Saga,Different Beast,odysseus,"I realised nearby, there were sirens"
The Thunder Saga,Different Beast,odysseus,Singing sailors to their dooms
The Thunder Saga,Different Beast,odysseus,We filled our ears with beeswax
The Thunder Saga,Different Beast,odysseus,That's how we resist your song
The Thunder Saga,Different Beast,odysseus,"You pretended to be my wife, so I just played along"
The Thunder Saga,Different Beast,odysseus,I read your lips and phrases
The Thunder Saga,Different Beast,odysseus,Scanning for information
The Thunder Saga,Different Beast,odysseus,Sirens know about every route and horizon
The Thunder Saga,Different Beast,odysseus,Now I know how to get back to my island
The Thunder Saga,Different Beast,soldiers,We are a different beast now
The Thunder Saga,Different Beast,soldiers,We are the ones who feast now
The Thunder Saga,Different Beast,soldiers,"No more of us decease, 'cause we won't take more suffering from you"
The Thunder Saga,Different Beast,soldiers,We are the man-made monsters
The Thunder Saga,Different Beast,soldiers,We are the ones who conquer
The Thunder Saga,Different Beast,soldiers,You are a threat no longer
The Thunder Saga,Different Beast,soldiers,We won't take more suffering from you
The Thunder Saga,Different Beast,sirens,Spare us
The Thunder Saga,Different Beast,sirens,"Oh, spare us please"
The Thunder Saga,Different Beast,odysseus,Why?
The Thunder Saga,Different Beast,odysseus,So you can kill the next group of sailors in this part of the sea?
The Thunder Saga,Different Beast,odysseus,"Nah, you wouldn't have spared me"
The Thunder Saga,Different Beast,odysseus,I made a mistake like this and almost cost my life
The Thunder Saga,Different Beast,odysseus,I can't take more risks of not seeing my wife
The Thunder Saga,Different Beast,odysseus,Cut off their tails! We're ending this now
The Thunder Saga,Different Beast,odysseus,Throw their bodies back in the water
The Thunder Saga,Different Beast,odysseus,Let them drown
The Thunder Saga,Different Beast,sirens,No!
The Thunder Saga,Different Beast,soldiers,He is a different beast now
The Thunder Saga,Different Beast,soldiers,He is the one who feasts now
The Thunder Saga,Different Beast,soldiers,"No more of us deceased, 'cause he won't take more suffering from you"
The Thunder Saga,Different Beast,soldiers,He is the man-made monster
The Thunder Saga,Different Beast,soldiers,He is the one who conquers
The Thunder Saga,Different Beast,soldiers,You are a threat no longer
The Thunder Saga,Different Beast,soldiers,He won't take more suffering from you
The Thunder Saga,Different Beast,odysseus,Kill them all!
The Thunder Saga,Different Beast,soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,odysseus,Kill them all!
The Thunder Saga,Different Beast,soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,odysseus,Kill them all!
The Thunder Saga,Different Beast,soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,odysseus,Kill 'em all!
The Thunder Saga,Different Beast,soldiers,"Oh, woah-oh-oh, oh woah-oh-oh, oh, woah-oh-oh"
The Thunder Saga,Different Beast,soldiers,Odysseus
The Thunder Saga,Scylla,scylla,"Deep down, we're lonely demons from hell"
The Thunder Saga,Scylla,odysseus,Row for your lives!
The Thunder Saga,Scylla,scylla,Drown in your sorrow and fears
The Thunder Saga,Scylla,scylla,Choke on your blood and your tears
The Thunder Saga,Scylla,scylla,Bleed til you've run out of years
The Thunder Saga,Scylla,scylla,We must do what it takes to survive
The Thunder Saga,Scylla,scylla,Give up your honor and faith
The Thunder Saga,Scylla,scylla,Live up your life as a wraith
The Thunder Saga,Scylla,scylla,Die in the blood where you bathe
The Thunder Saga,Scylla,scylla,We must do it takes to survive
The Thunder Saga,Mutiny,eurylochus,How much longer must we suffer now?
The Thunder Saga,Mutiny,soldiers,How much longer must we suffer now?
The Thunder Saga,Mutiny,eurylochus,How much longer must we push through doubt?
The Thunder Saga,Mutiny,soldiers,How much longer must we push through doubt?
The Thunder Saga,Mutiny,eurylochus,How much longer must we go about
The Thunder Saga,Mutiny,soldiers,How much longer must we go about
The Thunder Saga,Mutiny,eurylochus,Our lives like this when people die like this?
The Thunder Saga,Mutiny,soldiers,Our lives like this when people die like this?
The Thunder Saga,Mutiny,eurylochus,Woah
The Thunder Saga,Mutiny,soldiers,Woah
The Thunder Saga,Mutiny,eurylochus,"When we fought the cyclops, you were quick to hatch a plan"
The Thunder Saga,Mutiny,eurylochus,"And when we fought with Circe, it was you who left behind no man"
The Thunder Saga,Mutiny,eurylochus,"But when we fought this monster, we didn't take a stand"
The Thunder Saga,Mutiny,eurylochus,We just ran
The Thunder Saga,Mutiny,eurylochus,Say something
The Thunder Saga,Mutiny,odysseus,I can't
The Thunder Saga,Mutiny,eurylochus,Then you have forced my hand
The Thunder Saga,Mutiny,odysseus,Lower your weapon
The Thunder Saga,Mutiny,eurylochus,No can do
The Thunder Saga,Mutiny,eurylochus,You miss your wife so bad you trade the lives of your own crew
The Thunder Saga,Mutiny,odysseus,"Don't make m? fight you, brother, you know you'd have done th? same"
The Thunder Saga,Mutiny,eurylochus,"If you want all the power, you must carry all the blame"
The Thunder Saga,Mutiny,soldiers,"Eurylochus, Eurylochus, Eurylochus"
The Thunder Saga,Mutiny,soldiers,"Odysseus, Odysseus, Odysseus"
The Thunder Saga,Mutiny,soldiers,There is no price he won't pay
The Thunder Saga,Mutiny,odysseus,I am not letting you get in my way
The Thunder Saga,Thunder Bringer,zeus,Pride is a damsel in distress
The Thunder Saga,Thunder Bringer,zeus,Hiding away where only I can undress her
The Thunder Saga,Thunder Bringer,zeus,Try all she can not to confess
The Thunder Saga,Thunder Bringer,zeus,"In the end, it's all the same once I apply all the pressure"
The Thunder Saga,Thunder Bringer,zeus,"Thunder, bring her through the wringer"
The Thunder Saga,Thunder Bringer,zeus,Show her I'm the judgment call
The Thunder Saga,Thunder Bringer,zeus,The one who makes her kingdom fall
The Thunder Saga,Thunder Bringer,zeus,"Lightning, wield her, use and yield her"
The Thunder Saga,Thunder Bringer,zeus,Show her what she can't conceal
The Thunder Saga,Thunder Bringer,zeus,For true nature will be revealed
The Thunder Saga,Thunder Bringer,zeus,"Tell me, Odysseus, If I were to make you choose"
The Thunder Saga,Thunder Bringer,zeus,The lives of your men and crew or your own
The Thunder Saga,Thunder Bringer,zeus,Why do I think they'd lose?
The Thunder Saga,Thunder Bringer,zeus,"Enlighten me, King of Ithaca"
The Thunder Saga,Thunder Bringer,zeus,Since hunger was far too great
The Thunder Saga,Thunder Bringer,zeus,I wonder who'd take the weight of the damned
The Thunder Saga,Thunder Bringer,zeus,And suffer a gruesome fate to the
The Thunder Saga,Thunder Bringer,zeus,"Thunder Bringer, here to ring your"
The Thunder Saga,Thunder Bringer,zeus,Ears until your deaf with fear and
The Thunder Saga,Thunder Bringer,zeus,Spear you while your death is near
The Thunder Saga,Thunder Bringer,zeus,"Lighting wielder, here to yield your"
The Thunder Saga,Thunder Bringer,zeus,Time for you have passed your prime
The Thunder Saga,Thunder Bringer,zeus,Sublime you for your act of crime
The Wisdom Saga,Legendary,telemachus,"It's just me, myself, and I"
The Wisdom Saga,Legendary,telemachus,"Stuck in my bedroom, living in this world you left behind"
The Wisdom Saga,Legendary,telemachus,Dreaming of all these monsters that I'll never get to fight
The Wisdom Saga,Legendary,telemachus,"But boy, I wish I could, so I could bring this world some light"
The Wisdom Saga,Legendary,telemachus,Cause I'm stuck with your stories
The Wisdom Saga,Legendary,telemachus,But no clue who you are
The Wisdom Saga,Legendary,telemachus,And no idea if you're dead or just too far
The Wisdom Saga,Legendary,telemachus,"Somebody tell me, come and give me a sign"
The Wisdom Saga,Legendary,telemachus,"If I fight those monsters, is it you I'll find?"
The Wisdom Saga,Legendary,telemachus,"If so, then"
The Wisdom Saga,Legendary,telemachus,Give me sirens and a cyclops
The Wisdom Saga,Legendary,telemachus,Give me giants and a hydra
The Wisdom Saga,Legendary,telemachus,I know life and fate are scary
The Wisdom Saga,Legendary,telemachus,But I wanna be legendary
The Wisdom Saga,Legendary,telemachus,I'll fight the harpies and chimeras
The Wisdom Saga,Legendary,telemachus,"The minotaurs, even Cerberus"
The Wisdom Saga,Legendary,telemachus,I know life and fate are scary
The Wisdom Saga,Legendary,telemachus,But I wanna be l-l-l-l-legendary
The Wisdom Saga,Legendary,telemachus,There are strangers in our halls
The Wisdom Saga,Legendary,telemachus,Trying to win the heart of my mom
The Wisdom Saga,Legendary,telemachus,But she is standing tall
The Wisdom Saga,Legendary,telemachus,108 old faces of men who call me small
The Wisdom Saga,Legendary,telemachus,They keep taking space and it's not much longer we can stall
The Wisdom Saga,Legendary,telemachus,"Cause they're getting impatient, dangerous too"
The Wisdom Saga,Legendary,telemachus,And I would fight them if I was half as strong as you
The Wisdom Saga,Legendary,telemachus,"Somebody help me, come and give me the strength"
The Wisdom Saga,Legendary,telemachus,Can I do whatever it takes to keep my mom safe?
The Wisdom Saga,Legendary,telemachus,"If so, then"
The Wisdom Saga,Legendary,telemachus,Give me sirens and a cyclops
The Wisdom Saga,Legendary,telemachus,Give me giants and a hydra
The Wisdom Saga,Legendary,telemachus,I know life and fate are scary
The Wisdom Saga,Legendary,telemachus,But I wanna be legendary
The Wisdom Saga,Legendary,telemachus,I'll fight the harpies and chimeras
The Wisdom Saga,Legendary,telemachus,"The minotaurs, even Cerberus"
The Wisdom Saga,Legendary,telemachus,I know life and fate are scary
The Wisdom Saga,Legendary,telemachus,But I wanna be legendary
The Wisdom Saga,Little Wolf,antinuous,"Fight, little wolf, fight"
The Wisdom Saga,Little Wolf,the suitors,"Fight, little wolf, fight"
The Wisdom Saga,Little Wolf,antinuous,Wanna entertain me?
The Wisdom Saga,Little Wolf,the suitors,Wanna entertain me?
The Wisdom Saga,Little Wolf,antinuous,"Bite, little wolf, bite"
The Wisdom Saga,Little Wolf,the suitors,"Bite, little wolf, bite"
The Wisdom Saga,Little Wolf,antinuous,Let's see how you take this
The Wisdom Saga,Little Wolf,the suitors,Let's see how you take this
The Wisdom Saga,Little Wolf,antinuous,"Strike, little wolf, strike"
The Wisdom Saga,Little Wolf,the suitors,"Strike, little wolf, strike"
The Wisdom Saga,Little Wolf,antinuous,Wanna be a man? Then
The Wisdom Saga,Little Wolf,the suitors,Wanna be a man? Then
The Wisdom Saga,Little Wolf,antinuous,"Fight, little wolf, fight, little wolf, fight"
The Wisdom Saga,Little Wolf,the suitors,"Fight, little wolf, fight, little wolf, fight"
The Wisdom Saga,Little Wolf,antinuous,"You've made your worst mistake here, might be your last one too"
The Wisdom Saga,Little Wolf,the suitors,"You've made your worst mistake here, might be your last one too"
The Wisdom Saga,Little Wolf,antinuous,You'll have run out of bones to break when you and I are through
The Wisdom Saga,Little Wolf,the suitors,You'll have run out of bones to break when you and I are through
The Wisdom Saga,Little Wolf,antinuous,I'll teach you all the lessons your daddy never could
The Wisdom Saga,Little Wolf,the suitors,I'll teach you all the lessons your daddy never could
The Wisdom Saga,Little Wolf,antinuous,This cruel world doesn't give out presents just for being good
The Wisdom Saga,Little Wolf,the suitors,This cruel world doesn't give out presents just for being good
The Wisdom Saga,Little Wolf,antinuous,So
The Wisdom Saga,Little Wolf,the suitors,So
The Wisdom Saga,Little Wolf,antinuous,"Fight, little wolf, fight"
The Wisdom Saga,Little Wolf,the suitors,"Fight, little wolf, fight"
The Wisdom Saga,Little Wolf,antinuous,Wanna entertain m??
The Wisdom Saga,Little Wolf,the suitors,Wanna entertain m??
The Wisdom Saga,Little Wolf,antinuous,"Bite, little wolf, bite"
The Wisdom Saga,Little Wolf,the suitors,"Bite, little wolf, bite"
The Wisdom Saga,Little Wolf,antinuous,L?t's see how you take this
The Wisdom Saga,Little Wolf,the suitors,L?t's see how you take this
The Wisdom Saga,Little Wolf,antinuous,"Strike, little wolf, strike"
The Wisdom Saga,Little Wolf,the suitors,"Strike, little wolf, strike"
The Wisdom Saga,Little Wolf,antinuous,Wanna be a man? Then
The Wisdom Saga,Little Wolf,the suitors,Wanna be a man? Then
